year,rating,id,imdbid,title
1909,2,4409,0001009,"Princess Nicotine; or, The Smoke Fairy"
1909,0,5635,0127948,"Devilish Tenant, The"
1910,0,5685,1515725,A Trip to Mars
1910,3,1464,0232821,Tilly the Tomboy Visits the Poor
1910,0,4983,0486978,Mobilier fidele
1912,2,2003,0002101,Cleopatra
1912,0,5357,0277865,Max and the Donkey
1912,0,2005,0002281,"Invaders, The"
1913,0,5364,0003512,"Voyage of the Bourrichon Family, The"
1913,0,5915,0003424,Suspense
1914,2,4457,0003973,A Florida Enchantment
1915,2,1258,0004972,"Birth of a Nation, The"
1916,3,2014,0279914,Lady Windermere&#39;s Fan
1916,0,5368,0007507,"Vagabond, The"
1916,3,7004,0007361,Snow White
1916,0,5944,0006864,Intolerance: Love&#39;s Struggle Throughout the Ages
1916,3,2008,0006745,Gretchen the Greenhorn
1917,3,1981,0008652,A Tale of Two Cities
1917,2,2019,0008489,"Raffles, the Amateur Cracksman"
1917,3,1994,0008443,"Poor Little Rich Girl, The"
1917,0,2015,0008519,A Romance of the Redwoods
1917,3,1993,0008499,Rebecca of Sunnybrook Farm
1918,3,1996,0009682,Tarzan of the Apes
1918,0,5441,0008844,Are Crooks Dishonest?
1918,3,7108,0010281,Ich mochte kein Mann sein
1918,3,2007,0009652,Stella Maris
1919,0,2588,0009968,Broken Blossoms or The Yellow Man and the Girl
1919,3,2018,0010879,When the Clouds Roll by
1920,3,5948,0011870,Within Our Gates
1920,3,1991,0011588,Pollyanna
1920,0,1306,0010323,"Cabinet of Dr. Caligari, The"
1921,3,1263,0012532,Orphans of the Storm
1921,3,4204,0011979,"Blot, The"
1921,0,3945,0012349,"Kid, The"
1921,2,5898,0012364,K&ouml;rkarlen (The Phantom Carriage)
1922,2,1631,0013496,"Phantom, The"
1922,2,1778,0013428,Nathan der Weise
1922,0,5361,0012543,"Paleface, The"
1922,3,5967,0013086,"Dr. Mabuse, der Spieler - Ein Bild der Zeit"
1922,3,5958,0013140,Foolish Wives
1922,1,2001,0013367,"Man from Beyond, The"
1922,2,1307,0013442,"Nosferatu, eine Symphonie des Grauens"
1922,3,3800,0013257,H&auml;xan: Witchcraft Through the Ages
1922,1,5901,0013427,Nanook of the North
1923,0,5949,0014341,Our Hospitality
1923,0,1967,0014611,Why Worry?
1923,2,1998,0014469,"Silent Command, The"
1923,2,8947,0014624,A Woman of Paris
1923,3,5888,0013626,La souriante Madame Beudet
1923,0,1961,0014429,Safety Last!
1924,0,2413,1764657,"Great White Silence, The"
1924,0,1960,0015498,Wild Oranges
1924,2,1337,0015175,Die Nibelungen
1924,3,2020,0015116,Manhandled
1924,0,2009,0015163,"Navigator, The"
1924,0,2016,0014945,Girl Shy
1924,3,8458,0015881,Greed
1924,0,1264,0015400,"Thief of Bagdad, The"
1924,0,2011,0015324,Sherlock Jr.
1924,2,1338,0015174,Kriemhild&#39;s Revenge
1924,0,6209,0013845,Help!
1925,0,1309,0015864,"Gold Rush, The"
1925,0,1978,0015863,Go West
1925,2,1305,0016220,"Phantom of the Opera, The"
1925,0,1308,0015648,Battleship Potemkin
1925,2,5962,0015624,"Big Parade, The"
1925,0,3077,0016332,Seven Chances
1925,0,2012,0015841,"Freshman, The"
1925,0,5991,0015361,Stachka
1925,2,5514,0016039,"Lost World, The"
1926,1,1334,0017449,"Temptress, The"
1926,0,1966,0016895,For Heaven&#39;s Sake
1926,1,5974,0015532,Die Abenteuer des Prinzen Achmed
1926,3,3217,0017410,So&#39;s Your Old Man
1926,0,1310,0017925,"General, The"
1926,1,1260,0016884,Flesh and the Devil
1927,0,1982,0018199,Nevada
1927,0,1964,0018051,"Kid Brother, The"
1927,3,2010,0018183,My Best Girl
1927,3,1227,0018033,It
1927,2,1312,0018192,Abel Gance&#39;s Napoleon
1927,1,5975,0018037,"Jazz Singer, The"
1927,0,1311,0018528,"Unknown, The"
1927,2,1632,0018455,Sunrise: A Song of Two Humans
1927,1,1267,0017136,Metropolis
1927,1,7324,0017825,Downhill [When Boys Leave Home]
1927,1,3118,0018578,Wings
1928,2,2021,0019130,"Man Who Laughs, The"
1928,0,1971,0019421,"Steamboat Bill, Jr."
1928,2,2017,0019571,While the City Sleeps
1928,1,5912,0018806,"Crowd, The"
1928,3,2013,0019258,"Patsy, The"
1928,0,1963,0019412,Speedy
1928,0,1970,0018742,"Cameraman, The"
1928,0,1977,0018684,Beggars of Life
1928,0,1980,0018937,A Girl in Every Port
1928,0,1314,0019254,"Passion of Joan of Arc, The"
1928,2,5984,0018839,"Docks of New York, The"
1928,2,9314,0019237,Our Dancing Daughters
1928,0,1972,0019304,"Racket, The"
1928,1,1979,0019290,"Power of the Press, The"
1928,0,1968,0018773,"Circus, The"
1929,0,3897,0019760,Man with a Movie Camera
1929,2,5979,0019702,Blackmail
1929,2,1953,0019777,"Cocoanuts, The"
1929,0,6046,0020286,Throw of the Dice
1929,3,7287,0021015,Juno and the Paycock [The Shame of Mary Boyle]
1929,0,1962,0020572,Welcome Danger
1929,3,2324,0018737,Pandora&#39;s Box (Die B&uuml;chse der Pandora)
1929,3,8464,0019729,Broadway Melody
1929,0,1313,0020530,Un chien andalou
1930,3,3713,0021040,Ladies of Leisure
1930,0,1316,0020629,All Quiet on the Western Front
1930,0,3871,0021577,L&#39;Age d&#39;Or
1930,3,8463,0020640,Animal Crackers
1930,1,3865,0021156,Morocco
1930,3,1326,0020641,Anna Christie
1930,1,1315,0020697,"Blue Angel, The"
1930,2,4253,0020670,Be Yourself
1930,3,7291,0021165,Murder!
1930,3,6782,0020668,"Bat Whispers, The"
1930,3,3927,0021148,Min and Bill
1931,3,1327,0020642,Anna Christie
1931,3,1828,0022000,Indiscreet
1931,3,8467,0021746,Cimarron
1931,1,6043,0021079,Little Caesar
1931,2,1985,0021814,Dracula
1931,3,628,0022183,M&auml;dchen in Uniform
1931,1,6031,0022599,A Nous la Liberte
1931,3,8213,0021815,Dracula
1931,3,610,0022100,M
1931,0,1974,0022251,Pardon Us
1931,3,5934,0022286,"Public Enemy, The"
1931,2,7296,0023395,Rich and Strange [East of Shanghai]
1931,0,1956,0022054,"Last Flight, The"
1931,3,1333,0023196,Mata Hari
1931,1,8557,0021985,Hyppolit a lakaj
1931,0,1633,0022458,Tabu: A Story of the South Seas
1931,3,6030,0021739,La Chienne
1931,1,9110,0021730,"Champ, The"
1931,3,2705,0021749,City Lights
1931,3,5741,0021735,"Cheat, The"
1931,3,9095,0022397,Skippy
1931,2,4243,0022074,"Smiling Lieutenant, The"
1931,3,7294,0022395,"Skin Game, The"
1931,1,1317,0021884,Frankenstein
1931,1,2384,0022158,Monkey Business
1931,3,636,0022208,Night Nurse
1932,2,5783,0022940,"Girl from Calgary, The"
1932,1,6990,0022694,"Blue Light (Das Blaue Licht), The"
1932,3,6051,0023590,Three on a Match
1932,1,2383,0023027,Horse Feathers
1932,3,6852,0023582,Thirteen Women
1932,3,5742,0023213,Merrily We Go to Hell
1932,0,2550,0023694,White Zombie
1932,1,3844,0024188,Island of Lost Souls
1932,2,3659,0022913,Freaks
1932,1,3530,0023634,"I Was Born, But..."
1932,1,1318,0023042,I Am a Fugitive from a Chain Gang
1932,3,5929,0023458,Shanghai Express
1932,1,6176,0023935,"Death Kiss, The"
1932,1,2767,0022718,Boudu Saved from Drowning
1932,2,1983,0022614,"Age of Consent, The"
1932,3,5910,0023649,Vampyr
1932,0,3658,0023238,"Most Dangerous Game, The"
1932,1,6063,0023427,Scarface
1932,3,1328,0022958,Grand Hotel
1932,3,4775,0023293,"Old Dark House, The"
1932,2,6052,0023158,Love Me Tonight
1932,0,7301,0023285,Number 17
1932,3,6092,0023385,Red-Headed Woman
1933,3,5916,0024069,Gold Diggers of 1933
1933,1,5185,0023969,Duck Soup
1933,0,6205,0024432,"Peanut Vendor, The"
1933,3,4335,0024034,42nd Street
1933,3,6193,0024625,A Study in Scarlet
1933,3,1330,0024481,Queen Christina
1933,3,3210,0024727,"Vampire Bat, The"
1933,0,2229,0024216,King Kong
1933,1,1248,0024473,"Private Life of Henry VIII., The"
1933,1,8346,0023940,Design for Living
1933,3,5752,0024679,Tomorrow at Seven
1933,3,3188,0023753,Alice in Wonderland
1933,3,2231,0024264,Little Women
1933,3,6056,0024008,Female
1933,3,802,0024028,Footlight Parade
1933,1,7450,0024184,"Invisible Man, The"
1933,3,5029,0023932,Day of Reckoning
1933,3,8477,0023876,Cavalcade
1933,3,7528,0023775,Baby Face
1934,3,7304,0025452,"Man Who Knew Too Much, The"
1934,1,1270,0024991,Cleopatra
1934,3,621,0025316,It Happened One Night
1934,3,4443,0025822,Spitfire
1934,0,1795,0024844,L&#39;atalante
1934,3,4702,0025465,Maniac
1934,2,5523,0025424,Lost in the Stratosphere
1934,3,7999,0025301,Imitation of Life
1934,1,1329,0025617,"Painted Veil, The"
1934,3,1325,0025746,"Scarlet Empress, The"
1934,3,5821,0025755,Search for Beauty
1934,0,1969,0025423,"Lost Patrol, The"
1934,1,1379,0025586,Of Human Bondage
1934,3,6772,0025091,Evelyn Prentice
1934,1,1246,0025004,"Count of Monte Cristo, The"
1934,0,8653,0025543,Mystery Liner
1934,1,1324,0024961,"Cat&#39;s-Paw, The"
1934,3,5319,0024831,Anne of Green Gables
1935,2,5750,0026599,"Lady in Scarlet, The"
1935,3,2362,0026942,Roberta
1935,3,1685,0026768,Naughty Marietta
1935,1,3881,0026778,A Night At The Opera
1935,2,595,0027125,Top Hat
1935,2,1261,0026071,Anna Karenina
1935,2,7998,0026663,Mad Love
1935,1,1361,0026752,Mutiny on the Bounty
1935,3,2756,0026667,Magnificent Obsession
1935,3,3891,0026138,"Bride of Frankenstein, The"
1935,2,5913,0026939,"Riverside Murder, The"
1935,3,1242,0026029,"39 Steps, The"
1936,3,3560,0027752,"Only Son, The"
1936,2,6096,0027652,Fury
1936,2,1360,0028505,Wife vs. Secretary
1936,0,1323,0027977,Modern Times
1936,1,596,0028333,Swing Time
1936,3,4143,0027407,Bullets or Ballots
1936,3,1992,0027996,Mr. Deeds Goes to Town
1936,0,2554,0028174,Revolt of the Zombies
1936,3,5926,0028212,Sabotage
1936,3,6174,0028000,Murder at Glen Athol
1936,1,2699,0027562,Earthworm Tractors
1936,1,1359,0028216,San Francisco
1936,3,4010,0028092,Pennies from Heaven
1936,3,3280,0028355,Theodora Goes Wild
1936,1,1237,0027438,"Charge of the Light Brigade, The"
1936,3,3401,0027698,"Great Ziegfeld, The"
1936,3,7992,0027545,Dracula&#39;s Daughter
1936,3,3548,0029207,"Mandarin Mystery, The"
1936,2,5852,0028010,My Man Godfrey
1936,3,1369,0028096,"Petrified Forest, The"
1936,2,7227,0028356,These Three
1936,3,2853,0028021,Osaka Elegy
1936,0,6210,3427056,Il caso Valdemar
1936,3,2363,0027387,Born to Dance
1936,3,4069,0028203,Romeo and Juliet
1936,3,7308,0028231,Secret Agent
1936,3,3598,0028683,Camille
1937,1,5617,0029565,Murder at the Baskervilles (Silver Blaze)
1937,3,795,0029608,Stella Dallas
1937,3,7877,0029217,Marked Woman
1937,0,3968,0029322,Nothing Sacred
1937,3,631,0029604,Stage Door
1937,3,7317,0029811,"Girl Was Young, The"
1937,2,1244,0029087,Knight Without Armor
1937,2,2382,0028772,A Day at the Races
1937,1,1240,0029442,"Prisoner of Zenda, The"
1937,2,1336,0029162,Lost Horizon
1937,1,8478,0029146,"Life of Emile Zola, The"
1937,3,6554,0028597,"Awful Truth, The"
1937,2,1358,0029377,Parnell
1937,2,1332,0028739,Conquest
1937,3,1976,0029583,Snow White and the Seven Dwarfs
1937,2,1335,0029682,Topper
1937,2,5740,0029453,Pepe le Moko
1937,1,597,0029546,Shall We Dance
1937,3,4255,0029192,Make Way for Tomorrow
1937,3,8473,0027552,"Bizarre, Bizarre"
1938,0,1238,0030044,"Dawn Patrol, The"
1938,2,1367,0030287,Jezebel
1938,1,2590,0030473,"Mr. Wong, Detective"
1938,0,2467,0029942,Boys Town
1938,1,6042,0030127,"Baker&#39;s Wife, The"
1938,3,620,0030341,"Lady Vanishes, The"
1938,3,994,0030241,Holiday
1938,2,3283,0029929,Bluebeard&#39;s Eighth Wife
1938,3,4495,0030396,"Mad Miss Manton, The"
1938,3,3400,0029947,Bringing Up Baby
1938,2,594,0029971,Carefree
1938,2,3103,0029843,"Adventures of Robin Hood, The"
1938,3,3951,0030149,Four Daughters
1938,1,7290,0029870,Angels with Dirty Faces
1938,2,1378,0030755,"Sisters, The"
1939,3,593,0031971,Stagecoach
1939,2,1385,0031981,"Story of Alexander Graham Bell, The"
1939,1,2622,0031680,Mr. Wong in Chinatown
1939,2,1245,0031385,"Goodbye, Mr. Chips"
1939,3,1259,0031725,Ninotchka
1939,1,2851,0031742,Of Mice and Men
1939,3,1370,0031210,Dark Victory
1939,2,2372,0031060,At the Circus
1939,3,5634,0031225,Destry Rides Again
1939,3,174,0032138,"Wizard of Oz, The"
1939,2,1384,0031252,Drums Along the Mohawk
1939,3,3723,0031066,Babes in Arms
1939,3,3089,0031885,"Rules of the Game, The"
1939,0,2086,0031455,"Hunchback of Notre Dame, The"
1939,2,383,0031235,Dodge City
1939,3,5763,0031709,Nancy Drew... Reporter
1939,3,5863,0031022,"Adventures of Sherlock Holmes, The"
1939,0,8511,0031397,Gulliver&#39;s Travels
1939,3,588,0032143,"Women, The"
1939,2,8098,0031514,Le jour se l&egrave;ve
1939,3,7322,0031505,Jamaica Inn
1939,0,1973,0031322,"Flying Deuces, The"
1939,2,1383,0031507,Jesse James
1939,2,1239,0032145,Wuthering Heights
1939,2,1368,0031516,Juarez
1939,3,9038,0031593,Love Affair
1939,2,1382,0032155,Young Mr. Lincoln
1939,2,5946,0031679,Mr. Smith Goes to Washington
1939,3,291,0031381,Gone with the Wind
1939,3,2555,0031387,"Gorilla, The"
1939,2,1371,0031826,Essex and Elizabeth
1940,1,7311,0032484,Foreign Correspondent
1940,3,4943,0032904,"Philadelphia Story, The"
1940,3,7861,0033045,"Shop Around the Corner, The"
1940,1,1356,0032273,Boom Town
1940,1,2678,0033021,Santa Fe Trail
1940,3,3033,0032599,His Girl Friday
1940,3,4257,0032943,Pride and Prejudice
1940,0,1366,0032983,"Return of Frank James, The"
1940,2,1373,0032194,"All This, and Heaven Too"
1940,2,1380,0032701,"Letter, The"
1940,2,1355,0032349,Comrade X
1940,3,1387,0032551,"Grapes of Wrath, The"
1940,3,3050,0033028,"Sea Hawk, The"
1940,0,1265,0033152,"Thief of Bagdad, The"
1940,2,4363,0032406,Chamber of Horrors / Door with the Seven Locks
1940,3,1501,0032811,"Mortal Storm, The"
1940,1,478,0032910,Pinocchio
1940,3,5773,0031359,Gaslight
1940,0,5039,0032455,Fantasia
1940,3,2556,0032215,"Ape, The"
1940,3,5320,0032211,Anne Of Windy Poplars
1940,3,4415,0032376,"Dance, Girl, Dance"
1940,3,4354,0032946,Primrose Path
1940,0,1357,0033105,Strange Cargo
1940,3,3470,0032553,"Great Dictator, The"
1940,0,1975,0032339,A Chump at Oxford
1940,3,5802,0032690,"Last Alarm, The"
1940,1,8480,0032676,Knute Rockne All American
1940,3,618,0032976,Rebecca
1941,3,6171,0033928,Murder by Invitation
1941,0,8625,0034241,Sun valley serenade
1941,1,1266,0033467,Citizen Kane
1941,3,8983,0033729,How Green Was My Valley
1941,1,1941,0033727,Mr. Bug Goes to Town
1941,1,1230,0033870,"Maltese Falcon, The"
1941,3,4359,0034240,Sullivan&#39;s Travels
1941,3,9025,0034091,"Reluctant Dragon, The"
1941,2,2436,0034398,"Wolf Man, The"
1941,3,7329,0034248,Suspicion
1941,3,9192,0033787,King of the Zombies
1941,2,1372,0033836,"Little Foxes, The"
1941,3,1512,0034175,"Shanghai Gesture, The"
1941,1,6318,0033802,Ladies In Retirement
1941,3,2446,0033459,Cheers for Miss Bishop
1941,2,1386,0033804,"Lady Eve, The"
1941,3,2910,0033723,Hold That Ghost
1941,1,2468,0033902,Men of Boys Town
1941,1,2410,0033717,High Sierra
1941,3,2906,0033436,Buck Privates
1941,2,1331,0034328,Two-Faced Woman
1941,3,1682,0033533,"Devil and Miss Jones, The"
1941,0,2867,0033627,49th Parallel
1941,3,3717,0033891,Meet John Doe
1941,2,1117,0033563,Dumbo
1942,2,3875,0035415,Tales of Manhattan
1942,3,681,0035019,"Major and the Minor, The"
1942,3,689,0035140,"Now, Voyager"
1942,0,3789,0034591,There Was a Father
1942,1,1388,0035360,Son of Fury: The Story of Benjamin Blake
1942,1,1116,0034492,Bambi
1942,0,3518,0034521,Black Dragons
1942,1,7697,0034613,"Corpse Vanishes, The"
1942,0,5303,0035446,To Be or Not to Be
1942,1,5859,0035317,Sherlock Holmes and the Secret Weapon
1942,1,1076,0034583,Casablanca
1942,3,4870,0035567,Woman of the Year
1942,0,7696,0036326,Saludos Amigos
1942,3,2708,0034587,Cat People
1942,2,1289,0035015,"Magnificent Ambersons, The"
1942,3,1686,0034882,I Married an Angel
1942,1,5939,0035279,Saboteur
1942,3,1675,0034746,For Me and My Gal
1942,3,6384,0035093,Mrs. Miniver
1942,3,4475,0033874,"Man Who Came to Dinner, The"
1943,3,3890,0035753,Le Corbeau: The Raven
1943,3,1374,0036230,Old Acquaintance
1943,3,8501,0035735,China
1943,3,6781,0036969,Jane Eyre
1943,0,5554,0035881,Fires Were Started
1943,3,3753,0036506,Day of Wrath
1943,3,4617,0036342,Shadow of a Doubt
1943,0,1988,0035957,Guadalcanal Diary
1943,1,8801,0035160,Ossessione
1943,1,1691,0035942,Girl Crazy
1943,3,7834,0035636,Angels of Sin
1943,2,3839,0036112,"Life and Death of Colonel Blimp, The"
1943,1,1959,0036363,"Sky&#39;s the Limit, The"
1943,3,6315,0036367,So Proudly We Hail!
1943,1,7475,0035017,La main du diable
1943,3,5209,0035770,Cry &#39;Havoc&#39;
1943,0,1987,0036323,Sahara
1943,1,7410,0036172,"More the Merrier, The"
1943,3,1955,0036027,I Walked with a Zombie
1943,3,2407,0036418,Tender Comrade
1943,3,8090,0036341,"Seventh Victim, The"
1943,3,1375,0036515,Watch on the Rhine
1943,0,4699,0036400,Judo Saga (Sanshiro Sugata)
1943,1,6310,0036244,"Ox-Bow Incident, The"
1944,3,9270,0037415,"Uninvited, The"
1944,3,5983,0037017,Lifeboat
1944,3,4698,0036947,"Most Beautiful (Ichiban utsukushiku), The"
1944,1,2181,0037469,Window in the Window
1944,3,3134,0036723,Cover Girl
1944,0,6319,0038166,"Three Caballeros, The"
1944,3,201,0036613,Arsenic and Old Lace
1944,2,1376,0037094,Mr. Skeffington
1944,0,2045,0036914,Torment
1944,3,1416,0036775,Double Indemnity
1944,3,3279,0036940,I&#39;ll Be Seeing You
1944,3,1676,0037059,Meet Me in St. Louis
1944,3,6515,0036695,A Canterbury Tale
1944,1,6420,0037076,Minstrel Man
1944,2,1683,0036891,Hail the Conquering Hero
1944,3,2715,0037008,Laura
1944,3,3245,0037382,To Have and Have Not
1944,3,4222,0037120,National Velvet
1944,3,3154,0037280,Since You Went Away
1945,3,5677,0037843,Keep Your Powder Dry
1945,2,6848,0037365,Thin Man Goes Home
1945,3,4428,0038890,"Rome, Open City"
1945,3,9005,0038250,"Wicked Lady, The"
1945,3,2434,0037671,"Enchanted Cottage, The"
1945,3,1213,0037800,I Know Where I&#39;m Going
1945,0,6017,0037514,Anchors Aweigh
1945,1,3999,0037638,Detour
1945,3,7835,0037630,Les dames du Bois de Boulogne
1945,3,7185,0037635,Dead of Night
1945,3,1280,0038924,"Seventh Veil, The"
1945,3,5856,0038259,"Woman in Green, The"
1945,3,794,0037913,Mildred Pierce
1945,3,1544,0037558,Brief Encounter
1945,0,3271,0037954,"Objective, Burma!"
1945,2,5129,0037674,Children of Paradise
1945,3,4252,0038109,Spellbound
1945,3,5081,0038057,Scarlet Street
1945,1,6945,0038017,"Red Dragon, The"
1945,0,1639,0037508,Along Came Jones
1945,3,2004,0037820,Isle of the Dead
1945,2,3583,0037884,"Lost Weekend, The"
1946,0,1231,0038733,Stairway to Heaven
1946,2,9182,0038574,Great Expectations
1946,1,5872,0039017,Terror by Night
1946,3,1381,0038474,Devotion
1946,3,8354,0039112,"Years Between, The"
1946,0,2809,0038559,Gilda
1946,0,1377,0038461,Deception
1946,3,4002,0038494,Dressed to Kill
1946,1,1424,0038854,"Postman Always Rings Twice, The"
1946,1,8052,0038718,Make Mine Music
1946,3,7671,0038991,"Stranger, The"
1946,3,3145,0038990,"Strange Woman, The"
1946,3,2235,0038650,It&#39;s a Wonderful Life
1946,3,1680,0039054,Two Sisters from Boston
1946,2,4900,0038499,Duel in the sun
1946,3,1268,0038348,Beauty and the Beast
1946,2,3982,0036868,"Best Years of Our Lives, The"
1946,1,2654,0038661,"Jolson Story, The"
1946,1,5961,0038453,"Dark Corner, The"
1946,1,5497,0038409,"Chase, The"
1946,3,786,0038589,"Harvey Girls, The"
1946,1,3783,0038762,My Darling Clementine
1946,2,622,0038787,Notorious
1946,2,5646,0038969,Song of the South
1946,1,971,0038355,"Big Sleep, The"
1947,3,8729,0039938,"Unfinished Dance, The"
1947,2,2330,0039694,"Paradine Case, The"
1947,1,8053,0039404,Fun &amp; Fancy Free
1947,2,5779,0039236,Calendar Girl
1947,3,2287,0039349,"Egg and I, The"
1947,3,1681,0039819,"Shocking Miss Pilgrim, The"
1947,3,7432,0039650,Nada
1947,3,3047,0039420,"Ghost and Mrs. Muir, The"
1947,2,6550,0039689,Build My Gallows High
1947,0,8756,0040525,"Lady from Shanghai, The"
1947,2,3112,0039441,Gunfighters
1947,3,8646,0039324,Dishonored Lady
1947,3,8989,0039628,Miracle on 34th Street
1947,3,1211,0039192,Black Narcissus
1947,2,1278,0039677,Odd Man Out
1947,2,1679,0039431,Good News
1947,2,4411,0039286,Crossfire
1947,3,8619,0039204,Body and Soul
1947,1,1235,0039360,"Exile, The"
1948,0,1320,0040724,Red River
1948,3,2445,0040613,Mr. Blandings Builds His Dream House
1948,0,1601,0156031,Rudolph the Red-Nosed Reindeer
1948,2,6517,0040522,Bicycle Thieves
1948,0,3239,0040897,"Treasure of the Sierra Madre, The"
1948,3,1241,0040321,Enchantment
1948,2,1262,0040098,Anna Karenina
1948,3,1677,0040308,Easter Parade
1948,3,4390,0040458,I Remember Mama
1948,1,2300,0040379,"Fuller Brush Man, The"
1948,1,8264,0040558,Macbeth
1948,3,1229,0040725,"Red Shoes, The"
1948,1,5115,0040202,Call Northside 777
1948,1,2256,0040214,Casbah
1948,2,1236,0040183,Bonnie Prince Charlie
1948,0,1354,0040242,Command Decision
1948,1,1232,0040416,Hamlet
1948,2,4944,0041088,Act of Violence
1948,1,8054,0040580,Melody Time
1948,3,6363,0040491,Joan of Arc
1948,0,8559,0039949,It Happened in Europe
1948,3,2098,0040806,"Snake Pit, The"
1948,0,2040,0040746,Rope
1949,1,4554,0041386,"Fountainhead, The"
1949,3,7341,0042004,Under Capricorn
1949,2,7018,0041498,I Was a Male War Bride
1949,0,7059,0041094,"Adventures of Ichabod and Mr. Toad, The"
1949,3,6358,0041452,"Heiress, The"
1949,3,1736,0041746,Pinky
1949,3,2232,0041594,Little Women
1949,3,1841,0040221,Caught
1949,3,1684,0041158,"Barkleys of Broadway, The"
1949,3,1716,0041090,Adam&#39;s Rib
1949,0,2651,0041650,Mighty Joe Young
1949,3,3967,0041587,A Letter to Three Wives
1949,3,1690,0041716,On the Town
1949,2,2849,0041628,"Man on the Eiffel Tower, The"
1949,0,1986,0041859,"Set-Up, The"
1949,1,4008,0041546,Kind Hearts and Coronets
1949,3,3539,0041154,Late Spring
1949,0,611,0041959,"Third Man, The"
1950,3,4521,0043871,Odette
1950,3,1678,0043012,Summer Stock
1950,2,3295,0041719,Orpheus
1950,3,5232,0042792,No Way Out
1950,2,4417,0042593,In a Lonely Place
1950,1,5350,0042369,D.O.A.
1950,2,2596,0042546,Harvey
1950,3,7144,0042958,Scandal
1950,3,6233,0042994,Stage Fright
1950,0,1402,0042876,Rashomon
1950,3,1057,0042332,Cinderella
1950,3,8363,0043045,Three Secrets
1950,3,3990,0042276,Born Yesterday
1950,1,2099,0042208,"Asphalt Jungle, The"
1950,3,608,0043014,Sunset Blvd.
1950,3,139,0042192,All About Eve
1950,3,7836,0042436,Les enfants terribles
1950,1,4031,0042469,"Flying Saucer, The"
1951,3,7157,0043614,"Idiot, The"
1951,3,5739,0043390,Cause for Alarm!
1951,2,871,0043338,Ace In The Hole
1951,2,1417,0044079,Strangers on a Train
1951,3,1916,0043456,"Day the Earth Stood Still, The"
1951,0,1491,0043265,"African Queen, The"
1951,3,3222,0043313,Early Summer
1951,3,2930,0044081,A Streetcar Named Desire
1951,3,3825,0043332,Bellissima
1951,3,6498,0044205,Westward the Women
1951,1,2989,0042619,Diary of a Country Priest
1951,3,5092,0043949,Quo Vadis
1951,1,3293,0044121,"Thing from Another World, The"
1951,3,7435,0044092,Surcos
1951,1,3389,0043278,An American in Paris
